"species","longitude","latitude"
"Cetorhinus maximus",-124.25,44.25
"Cetorhinus maximus",-126.25,44.75
"Cetorhinus maximus",-123.25,48.25
"Cetorhinus maximus",-0.25,50.25
"Cetorhinus maximus",-1.25,50.75
"Cetorhinus maximus",-3.25,50.25
"Cetorhinus maximus",-3.75,50.25
"Cetorhinus maximus",-4.25,50.25
"Cetorhinus maximus",-4.75,50.25
"Cetorhinus maximus",-4.75,50.75
"Cetorhinus maximus",-3.25,51.25
"Cetorhinus maximus",-4.25,51.25
"Cetorhinus maximus",-4.75,51.25
"Cetorhinus maximus",-4.25,51.75
"Cetorhinus maximus",-4.75,52.75
"Cetorhinus maximus",-2.75,53.75
"Cetorhinus maximus",-3.25,53.75
"Cetorhinus maximus",-3.75,53.75
"Cetorhinus maximus",-4.25,53.25
"Cetorhinus maximus",-4.75,53.25
"Cetorhinus maximus",-1.25,54.75
"Cetorhinus maximus",-3.25,54.25
"Cetorhinus maximus",-3.75,54.25
"Cetorhinus maximus",-3.25,54.75
"Cetorhinus maximus",-3.75,54.75
"Cetorhinus maximus",-4.25,54.25
"Cetorhinus maximus",-4.75,54.25
"Cetorhinus maximus",-4.25,54.75
"Cetorhinus maximus",-4.75,54.75
"Cetorhinus maximus",-5.25,50.25
"Cetorhinus maximus",-5.75,50.25
"Cetorhinus maximus",-5.25,50.75
"Cetorhinus maximus",-6.25,50.75
"Cetorhinus maximus",-5.75,51.25
"Cetorhinus maximus",-5.25,51.75
"Cetorhinus maximus",-5.75,51.75
"Cetorhinus maximus",-7.75,51.75
"Cetorhinus maximus",-8.25,51.75
"Cetorhinus maximus",-8.75,51.75
"Cetorhinus maximus",-9.25,51.25
"Cetorhinus maximus",-9.75,51.25
"Cetorhinus maximus",-6.25,52.25
"Cetorhinus maximus",-9.75,52.75
"Cetorhinus maximus",-5.75,53.75
"Cetorhinus maximus",-6.25,53.75
"Cetorhinus maximus",-9.25,53.25
"Cetorhinus maximus",-9.75,53.25
"Cetorhinus maximus",-5.25,54.25
"Cetorhinus maximus",-5.25,54.75
"Cetorhinus maximus",-8.25,54.75
"Cetorhinus maximus",-8.75,54.75
"Cetorhinus maximus",-9.25,54.25
"Cetorhinus maximus",-1.75,55.75
"Cetorhinus maximus",-4.75,55.25
"Cetorhinus maximus",-4.75,55.75
"Cetorhinus maximus",-1.75,57.75
"Cetorhinus maximus",-2.25,57.25
"Cetorhinus maximus",-3.25,57.75
"Cetorhinus maximus",-3.25,58.75
"Cetorhinus maximus",-4.75,58.75
"Cetorhinus maximus",-2.75,59.25
"Cetorhinus maximus",-3.25,59.25
"Cetorhinus maximus",-5.25,55.25
"Cetorhinus maximus",-5.25,55.75
"Cetorhinus maximus",-6.25,55.25
"Cetorhinus maximus",-6.75,55.25
"Cetorhinus maximus",-6.25,55.75
"Cetorhinus maximus",-6.75,55.75
"Cetorhinus maximus",-7.25,55.25
"Cetorhinus maximus",-7.75,55.25
"Cetorhinus maximus",-7.25,55.75
"Cetorhinus maximus",-7.75,55.75
"Cetorhinus maximus",-8.25,55.25
"Cetorhinus maximus",-5.75,56.25
"Cetorhinus maximus",-6.25,56.25
"Cetorhinus maximus",-6.25,56.75
"Cetorhinus maximus",-6.75,56.75
"Cetorhinus maximus",-7.25,56.25
"Cetorhinus maximus",-7.25,56.75
"Cetorhinus maximus",-7.75,56.75
"Cetorhinus maximus",-5.75,57.25
"Cetorhinus maximus",-5.75,57.75
"Cetorhinus maximus",-6.25,57.25
"Cetorhinus maximus",-6.75,57.25
"Cetorhinus maximus",-6.25,57.75
"Cetorhinus maximus",-6.75,57.75
"Cetorhinus maximus",-7.25,57.75
"Cetorhinus maximus",-8.25,57.75
"Cetorhinus maximus",-5.25,58.25
"Cetorhinus maximus",-8.75,57.75
"Cetorhinus maximus",-5.75,58.25
"Cetorhinus maximus",-5.25,58.75
"Cetorhinus maximus",-6.25,58.25
"Cetorhinus maximus",-6.75,58.25
"Cetorhinus maximus",-7.25,58.25
"Cetorhinus maximus",-10.25,51.75
"Cetorhinus maximus",-11.75,51.75
"Cetorhinus maximus",-10.25,52.25
"Cetorhinus maximus",-10.75,52.25
"Cetorhinus maximus",-10.25,52.75
"Cetorhinus maximus",-10.75,52.75
"Cetorhinus maximus",-10.25,53.25
"Cetorhinus maximus",-10.25,53.75
"Cetorhinus maximus",-11.25,54.75
"Cetorhinus maximus",-18.75,57.75
"Cetorhinus maximus",-19.75,57.75
"Cetorhinus maximus",-18.75,58.75
"Cetorhinus maximus",-19.75,58.75
"Cetorhinus maximus",-17.75,59.75
"Cetorhinus maximus",-18.75,59.75
"Cetorhinus maximus",-19.75,59.75
"Cetorhinus maximus",-21.75,54.75
"Cetorhinus maximus",-22.75,54.75
"Cetorhinus maximus",-23.75,55.75
"Cetorhinus maximus",-24.75,55.75
"Cetorhinus maximus",-22.75,56.75
"Cetorhinus maximus",-23.75,56.75
"Cetorhinus maximus",-24.75,56.75
"Cetorhinus maximus",-20.75,57.75
"Cetorhinus maximus",-21.75,57.75
"Cetorhinus maximus",-22.75,57.75
"Cetorhinus maximus",-20.75,58.75
"Cetorhinus maximus",-25.75,55.75
"Cetorhinus maximus",-25.75,56.75
"Cetorhinus maximus",-25.75,57.75
"Cetorhinus maximus",-45.25,54.25
"Cetorhinus maximus",-54.25,50.25
"Cetorhinus maximus",-59.25,50.25
"Cetorhinus maximus",-59.75,50.25
"Cetorhinus maximus",-57.25,54.25
"Cetorhinus maximus",-54.25,55.75
"Cetorhinus maximus",-55.75,55.25
"Cetorhinus maximus",-61.75,50.25
"Cetorhinus maximus",-63.75,50.25
"Cetorhinus maximus",-64.25,50.25
"Cetorhinus maximus",-64.75,50.25
"Cetorhinus maximus",-65.25,50.25
"Cetorhinus maximus",-66.25,50.25
"Cetorhinus maximus",-131.75,50.75
"Cetorhinus maximus",-130.75,54.25
"Cetorhinus maximus",-151.25,55.75
"Cetorhinus maximus",-152.25,58.75
"Cetorhinus maximus",-3.75,60.25
"Cetorhinus maximus",-4.25,60.75
"Cetorhinus maximus",-1.75,61.75
"Cetorhinus maximus",-3.25,61.25
"Cetorhinus maximus",-2.25,62.25
"Cetorhinus maximus",-6.25,60.75
"Cetorhinus maximus",-9.25,60.25
"Cetorhinus maximus",-5.25,61.25
"Cetorhinus maximus",-8.25,61.25
"Cetorhinus maximus",-6.25,62.25
"Cetorhinus maximus",-19.75,60.75
"Cetorhinus maximus",-17.25,62.25
"Cetorhinus maximus",-16.75,63.75
"Cetorhinus maximus",-20.25,63.25
"Cetorhinus maximus",-21.75,64.25
"Cetorhinus maximus",-22.25,64.25
"Cetorhinus maximus",-22.75,64.75
"Cetorhinus maximus",-24.75,64.75
"Cetorhinus maximus",-24.25,65.25
"Cetorhinus maximus",-54.25,62.75
"Cetorhinus maximus",-54.25,69.25
