"species","longitude","latitude"
"Clupea harengus",2.25,54.75
"Clupea harengus",2.75,54.75
"Clupea harengus",3.25,54.25
"Clupea harengus",3.75,54.25
"Clupea harengus",3.25,54.75
"Clupea harengus",3.75,54.75
"Clupea harengus",4.25,54.25
"Clupea harengus",4.75,54.25
"Clupea harengus",4.25,54.75
"Clupea harengus",4.75,54.75
"Clupea harengus",5.25,52.25
"Clupea harengus",5.75,52.25
"Clupea harengus",5.25,52.75
"Clupea harengus",5.75,52.75
"Clupea harengus",6.25,52.75
"Clupea harengus",5.25,53.25
"Clupea harengus",5.75,53.25
"Clupea harengus",5.25,53.75
"Clupea harengus",5.75,53.75
"Clupea harengus",6.25,53.25
"Clupea harengus",6.75,53.25
"Clupea harengus",6.25,53.75
"Clupea harengus",6.75,53.75
"Clupea harengus",7.25,53.75
"Clupea harengus",7.75,53.75
"Clupea harengus",8.75,53.25
"Clupea harengus",8.25,53.75
"Clupea harengus",8.75,53.75
"Clupea harengus",5.25,54.25
"Clupea harengus",5.75,54.25
"Clupea harengus",5.25,54.75
"Clupea harengus",5.75,54.75
"Clupea harengus",6.25,54.25
"Clupea harengus",6.75,54.25
"Clupea harengus",6.25,54.75
"Clupea harengus",6.75,54.75
"Clupea harengus",7.25,54.25
"Clupea harengus",7.75,54.25
"Clupea harengus",7.25,54.75
"Clupea harengus",7.75,54.75
"Clupea harengus",8.25,54.25
"Clupea harengus",8.75,54.25
"Clupea harengus",8.25,54.75
"Clupea harengus",8.75,54.75
"Clupea harengus",9.75,54.75
"Clupea harengus",0.25,55.25
"Clupea harengus",0.75,55.25
"Clupea harengus",0.25,55.75
"Clupea harengus",0.75,55.75
"Clupea harengus",1.25,55.25
"Clupea harengus",1.75,55.25
"Clupea harengus",1.25,55.75
"Clupea harengus",1.75,55.75
"Clupea harengus",2.25,55.25
"Clupea harengus",2.75,55.25
"Clupea harengus",2.25,55.75
"Clupea harengus",2.75,55.75
"Clupea harengus",3.25,55.25
"Clupea harengus",3.75,55.25
"Clupea harengus",3.25,55.75
"Clupea harengus",3.75,55.75
"Clupea harengus",4.25,55.25
"Clupea harengus",4.75,55.25
"Clupea harengus",4.25,55.75
"Clupea harengus",4.75,55.75
"Clupea harengus",0.25,56.25
"Clupea harengus",0.75,56.25
"Clupea harengus",0.25,56.75
"Clupea harengus",0.75,56.75
"Clupea harengus",1.25,56.25
"Clupea harengus",1.75,56.25
"Clupea harengus",1.25,56.75
"Clupea harengus",1.75,56.75
"Clupea harengus",2.25,56.25
"Clupea harengus",2.75,56.25
"Clupea harengus",2.25,56.75
"Clupea harengus",2.75,56.75
"Clupea harengus",3.25,56.25
"Clupea harengus",3.75,56.25
"Clupea harengus",3.25,56.75
"Clupea harengus",3.75,56.75
"Clupea harengus",4.25,56.25
"Clupea harengus",4.75,56.25
"Clupea harengus",4.25,56.75
"Clupea harengus",4.75,56.75
"Clupea harengus",0.25,57.25
"Clupea harengus",0.75,57.25
"Clupea harengus",0.25,57.75
"Clupea harengus",0.75,57.75
"Clupea harengus",1.25,57.25
"Clupea harengus",1.75,57.25
"Clupea harengus",1.25,57.75
"Clupea harengus",1.75,57.75
"Clupea harengus",2.25,57.25
"Clupea harengus",2.75,57.25
"Clupea harengus",2.25,57.75
"Clupea harengus",2.75,57.75
"Clupea harengus",3.25,57.25
"Clupea harengus",3.75,57.25
"Clupea harengus",3.25,57.75
"Clupea harengus",3.75,57.75
"Clupea harengus",4.25,57.25
"Clupea harengus",4.75,57.25
"Clupea harengus",4.25,57.75
"Clupea harengus",4.75,57.75
"Clupea harengus",0.25,58.25
"Clupea harengus",0.75,58.25
"Clupea harengus",0.25,58.75
"Clupea harengus",0.75,58.75
"Clupea harengus",1.25,58.25
"Clupea harengus",1.75,58.25
"Clupea harengus",1.25,58.75
"Clupea harengus",1.75,58.75
"Clupea harengus",2.25,58.25
"Clupea harengus",2.75,58.25
"Clupea harengus",2.25,58.75
"Clupea harengus",2.75,58.75
"Clupea harengus",3.25,58.25
"Clupea harengus",3.75,58.25
"Clupea harengus",3.25,58.75
"Clupea harengus",3.75,58.75
"Clupea harengus",4.25,58.25
"Clupea harengus",4.75,58.25
"Clupea harengus",4.75,58.75
"Clupea harengus",0.25,59.25
"Clupea harengus",0.75,59.25
"Clupea harengus",0.25,59.75
"Clupea harengus",0.75,59.75
"Clupea harengus",1.25,59.25
"Clupea harengus",1.75,59.25
"Clupea harengus",1.25,59.75
"Clupea harengus",1.75,59.75
"Clupea harengus",2.25,59.25
"Clupea harengus",2.75,59.25
"Clupea harengus",2.25,59.75
"Clupea harengus",2.75,59.75
"Clupea harengus",3.25,59.25
"Clupea harengus",3.75,59.25
"Clupea harengus",3.25,59.75
"Clupea harengus",3.75,59.75
"Clupea harengus",4.25,59.25
"Clupea harengus",4.75,59.25
"Clupea harengus",4.25,59.75
"Clupea harengus",4.75,59.75
"Clupea harengus",5.25,55.25
"Clupea harengus",5.75,55.25
"Clupea harengus",5.25,55.75
"Clupea harengus",5.75,55.75
"Clupea harengus",6.25,55.25
"Clupea harengus",6.75,55.25
"Clupea harengus",6.25,55.75
"Clupea harengus",6.75,55.75
"Clupea harengus",7.25,55.25
"Clupea harengus",7.75,55.25
"Clupea harengus",7.25,55.75
"Clupea harengus",7.75,55.75
"Clupea harengus",8.25,55.25
"Clupea harengus",8.75,55.25
"Clupea harengus",9.75,55.25
"Clupea harengus",5.25,56.25
"Clupea harengus",5.75,56.25
"Clupea harengus",5.25,56.75
"Clupea harengus",5.75,56.75
"Clupea harengus",6.25,56.25
"Clupea harengus",6.75,56.25
"Clupea harengus",6.25,56.75
"Clupea harengus",6.75,56.75
"Clupea harengus",7.25,56.25
"Clupea harengus",7.75,56.25
"Clupea harengus",7.25,56.75
"Clupea harengus",7.75,56.75
"Clupea harengus",8.25,56.25
"Clupea harengus",8.75,56.75
"Clupea harengus",5.25,57.25
"Clupea harengus",5.75,57.25
"Clupea harengus",5.25,57.75
"Clupea harengus",5.75,57.75
"Clupea harengus",6.25,57.25
"Clupea harengus",6.75,57.25
"Clupea harengus",6.25,57.75
"Clupea harengus",6.75,57.75
"Clupea harengus",7.25,57.25
"Clupea harengus",7.75,57.25
"Clupea harengus",7.25,57.75
"Clupea harengus",7.75,57.75
"Clupea harengus",8.25,57.25
"Clupea harengus",8.75,57.25
"Clupea harengus",8.25,57.75
"Clupea harengus",8.75,57.75
"Clupea harengus",9.25,57.25
"Clupea harengus",9.75,57.25
"Clupea harengus",9.25,57.75
"Clupea harengus",9.75,57.75
"Clupea harengus",5.25,58.25
"Clupea harengus",5.75,58.25
"Clupea harengus",5.25,58.75
"Clupea harengus",5.75,58.75
"Clupea harengus",6.25,58.25
"Clupea harengus",6.75,58.25
"Clupea harengus",7.25,58.25
"Clupea harengus",8.25,58.25
"Clupea harengus",8.75,58.25
"Clupea harengus",8.75,58.75
"Clupea harengus",9.75,58.25
"Clupea harengus",9.25,58.75
"Clupea harengus",9.75,58.75
"Clupea harengus",5.25,59.25
"Clupea harengus",5.75,59.25
"Clupea harengus",5.25,59.75
"Clupea harengus",5.75,59.75
"Clupea harengus",6.25,59.25
"Clupea harengus",6.75,59.25
"Clupea harengus",6.75,59.75
"Clupea harengus",9.75,59.25
"Clupea harengus",11.25,53.75
"Clupea harengus",10.25,54.25
"Clupea harengus",10.75,54.25
"Clupea harengus",10.25,54.75
"Clupea harengus",10.75,54.75
"Clupea harengus",11.25,54.25
"Clupea harengus",11.75,54.25
"Clupea harengus",11.25,54.75
"Clupea harengus",12.25,54.25
"Clupea harengus",12.25,54.75
"Clupea harengus",12.75,54.75
"Clupea harengus",13.25,54.25
"Clupea harengus",13.75,54.25
"Clupea harengus",13.25,54.75
"Clupea harengus",13.75,54.75
"Clupea harengus",14.25,54.25
"Clupea harengus",14.75,54.25
"Clupea harengus",14.25,54.75
"Clupea harengus",14.75,54.75
"Clupea harengus",15.25,54.25
"Clupea harengus",15.75,54.25
"Clupea harengus",15.25,54.75
"Clupea harengus",15.75,54.75
"Clupea harengus",16.25,54.25
"Clupea harengus",16.25,54.75
"Clupea harengus",16.75,54.75
"Clupea harengus",17.25,54.75
"Clupea harengus",17.75,54.75
"Clupea harengus",18.75,54.25
"Clupea harengus",18.25,54.75
"Clupea harengus",18.75,54.75
"Clupea harengus",19.25,54.25
"Clupea harengus",19.75,54.25
"Clupea harengus",19.25,54.75
"Clupea harengus",19.75,54.75
"Clupea harengus",10.25,55.25
"Clupea harengus",10.75,55.25
"Clupea harengus",10.25,55.75
"Clupea harengus",10.75,55.75
"Clupea harengus",11.25,55.25
"Clupea harengus",11.25,55.75
"Clupea harengus",12.75,55.25
"Clupea harengus",12.25,55.75
"Clupea harengus",12.75,55.75
"Clupea harengus",13.25,55.25
"Clupea harengus",13.75,55.25
"Clupea harengus",14.25,55.25
"Clupea harengus",14.75,55.25
"Clupea harengus",14.25,55.75
"Clupea harengus",14.75,55.75
"Clupea harengus",10.25,56.25
"Clupea harengus",10.75,56.25
"Clupea harengus",10.25,56.75
"Clupea harengus",10.75,56.75
"Clupea harengus",11.25,56.25
"Clupea harengus",11.75,56.25
"Clupea harengus",11.25,56.75
"Clupea harengus",11.75,56.75
"Clupea harengus",12.25,56.25
"Clupea harengus",12.75,56.25
"Clupea harengus",12.25,56.75
"Clupea harengus",12.75,56.75
"Clupea harengus",14.25,56.25
"Clupea harengus",14.75,56.25
"Clupea harengus",10.75,57.25
"Clupea harengus",10.25,57.75
"Clupea harengus",10.75,57.75
"Clupea harengus",11.25,57.25
"Clupea harengus",11.75,57.25
"Clupea harengus",11.25,57.75
"Clupea harengus",11.75,57.75
"Clupea harengus",12.25,57.25
"Clupea harengus",10.25,58.25
"Clupea harengus",10.75,58.25
"Clupea harengus",10.25,58.75
"Clupea harengus",10.75,58.75
"Clupea harengus",11.25,58.25
"Clupea harengus",11.75,58.25
"Clupea harengus",11.25,58.75
"Clupea harengus",10.25,59.25
"Clupea harengus",10.75,59.25
"Clupea harengus",10.25,59.75
"Clupea harengus",10.75,59.75
"Clupea harengus",11.25,59.25
"Clupea harengus",15.25,55.25
"Clupea harengus",15.75,55.25
"Clupea harengus",15.25,55.75
"Clupea harengus",15.75,55.75
"Clupea harengus",16.25,55.25
"Clupea harengus",16.75,55.25
"Clupea harengus",16.25,55.75
"Clupea harengus",16.75,55.75
"Clupea harengus",17.25,55.25
"Clupea harengus",17.75,55.25
"Clupea harengus",17.25,55.75
"Clupea harengus",17.75,55.75
"Clupea harengus",18.25,55.25
"Clupea harengus",18.75,55.25
"Clupea harengus",18.25,55.75
"Clupea harengus",18.75,55.75
"Clupea harengus",19.25,55.25
"Clupea harengus",19.75,55.25
"Clupea harengus",19.25,55.75
"Clupea harengus",19.75,55.75
"Clupea harengus",15.25,56.25
"Clupea harengus",15.75,56.25
"Clupea harengus",16.25,56.25
"Clupea harengus",16.75,56.25
"Clupea harengus",16.25,56.75
"Clupea harengus",16.75,56.75
"Clupea harengus",17.25,56.25
"Clupea harengus",17.75,56.25
"Clupea harengus",17.25,56.75
"Clupea harengus",17.75,56.75
"Clupea harengus",18.25,56.25
"Clupea harengus",18.75,56.25
"Clupea harengus",18.75,56.75
"Clupea harengus",19.25,56.25
"Clupea harengus",19.75,56.25
"Clupea harengus",19.25,56.75
"Clupea harengus",16.25,57.25
"Clupea harengus",16.75,57.25
"Clupea harengus",16.75,57.75
"Clupea harengus",17.25,57.25
"Clupea harengus",17.75,57.25
"Clupea harengus",17.25,57.75
"Clupea harengus",18.75,57.25
"Clupea harengus",18.25,57.75
"Clupea harengus",18.75,57.75
"Clupea harengus",19.25,57.25
"Clupea harengus",19.25,57.75
"Clupea harengus",19.75,57.75
"Clupea harengus",16.75,58.25
"Clupea harengus",16.25,58.75
"Clupea harengus",16.75,58.75
"Clupea harengus",17.25,58.25
"Clupea harengus",17.25,58.75
"Clupea harengus",17.75,58.75
"Clupea harengus",18.25,58.75
"Clupea harengus",18.75,58.75
"Clupea harengus",19.25,58.25
"Clupea harengus",19.75,58.25
"Clupea harengus",19.25,58.75
"Clupea harengus",17.75,59.25
"Clupea harengus",18.25,59.25
"Clupea harengus",18.75,59.25
"Clupea harengus",18.25,59.75
"Clupea harengus",18.75,59.75
"Clupea harengus",19.25,59.25
"Clupea harengus",19.25,59.75
"Clupea harengus",19.75,59.75
"Clupea harengus",20.25,55.25
"Clupea harengus",20.75,55.25
"Clupea harengus",20.25,55.75
"Clupea harengus",20.75,55.75
"Clupea harengus",21.25,55.75
"Clupea harengus",20.25,56.25
"Clupea harengus",20.75,56.25
"Clupea harengus",20.25,56.75
"Clupea harengus",20.75,56.75
"Clupea harengus",20.25,57.25
"Clupea harengus",20.75,57.25
"Clupea harengus",20.25,57.75
"Clupea harengus",21.25,57.25
"Clupea harengus",21.25,57.75
"Clupea harengus",21.75,57.75
"Clupea harengus",22.25,57.75
"Clupea harengus",22.75,57.75
"Clupea harengus",23.25,57.25
"Clupea harengus",23.75,57.25
"Clupea harengus",23.25,57.75
"Clupea harengus",23.75,57.75
"Clupea harengus",24.25,57.25
"Clupea harengus",24.25,57.75
"Clupea harengus",20.75,58.25
"Clupea harengus",20.75,58.75
"Clupea harengus",21.25,58.25
"Clupea harengus",21.75,58.25
"Clupea harengus",21.25,58.75
"Clupea harengus",21.75,58.75
"Clupea harengus",22.25,58.25
"Clupea harengus",22.25,58.75
"Clupea harengus",23.25,58.25
"Clupea harengus",24.25,58.25
"Clupea harengus",24.75,58.25
"Clupea harengus",20.25,59.75
"Clupea harengus",20.75,59.75
"Clupea harengus",21.75,59.25
"Clupea harengus",21.25,59.75
"Clupea harengus",22.25,59.25
"Clupea harengus",22.75,59.25
"Clupea harengus",22.25,59.75
"Clupea harengus",22.75,59.75
"Clupea harengus",23.25,59.25
"Clupea harengus",23.75,59.25
"Clupea harengus",23.25,59.75
"Clupea harengus",23.75,59.75
"Clupea harengus",24.25,59.75
"Clupea harengus",24.75,59.75
"Clupea harengus",25.25,59.75
"Clupea harengus",26.25,59.75
"Clupea harengus",26.75,59.75
"Clupea harengus",27.25,59.75
"Clupea harengus",27.75,59.75
"Clupea harengus",0.25,60.25
"Clupea harengus",0.75,60.25
"Clupea harengus",0.25,60.75
"Clupea harengus",0.75,60.75
"Clupea harengus",1.25,60.25
"Clupea harengus",1.75,60.25
"Clupea harengus",1.25,60.75
"Clupea harengus",1.75,60.75
"Clupea harengus",2.25,60.25
"Clupea harengus",2.75,60.25
"Clupea harengus",2.25,60.75
"Clupea harengus",2.75,60.75
"Clupea harengus",3.25,60.25
"Clupea harengus",3.75,60.25
"Clupea harengus",3.25,60.75
"Clupea harengus",3.75,60.75
"Clupea harengus",4.25,60.25
"Clupea harengus",4.75,60.25
"Clupea harengus",4.25,60.75
"Clupea harengus",4.75,60.75
"Clupea harengus",0.25,61.25
"Clupea harengus",0.75,61.25
"Clupea harengus",0.25,61.75
"Clupea harengus",0.75,61.75
"Clupea harengus",1.25,61.25
"Clupea harengus",1.75,61.25
"Clupea harengus",1.25,61.75
"Clupea harengus",1.75,61.75
"Clupea harengus",2.25,61.25
"Clupea harengus",2.75,61.25
"Clupea harengus",3.75,61.25
"Clupea harengus",3.75,61.75
"Clupea harengus",4.25,61.25
"Clupea harengus",4.75,61.25
"Clupea harengus",4.25,61.75
"Clupea harengus",4.75,61.75
"Clupea harengus",2.25,62.25
"Clupea harengus",3.75,62.25
"Clupea harengus",3.75,62.75
"Clupea harengus",4.25,62.25
"Clupea harengus",4.75,62.25
"Clupea harengus",4.25,62.75
"Clupea harengus",4.75,62.75
"Clupea harengus",1.75,63.75
"Clupea harengus",2.25,63.75
"Clupea harengus",3.25,63.25
"Clupea harengus",4.75,63.25
"Clupea harengus",1.75,64.25
"Clupea harengus",2.25,64.75
"Clupea harengus",2.75,64.75
"Clupea harengus",4.25,64.25
"Clupea harengus",5.25,60.25
"Clupea harengus",5.75,60.25
"Clupea harengus",5.25,60.75
"Clupea harengus",6.25,60.25
"Clupea harengus",6.75,60.25
"Clupea harengus",5.25,62.25
"Clupea harengus",5.75,62.25
"Clupea harengus",5.25,62.75
"Clupea harengus",5.75,62.75
"Clupea harengus",6.25,62.25
"Clupea harengus",6.75,62.25
"Clupea harengus",6.25,62.75
"Clupea harengus",6.75,62.75
"Clupea harengus",7.25,62.25
"Clupea harengus",7.25,62.75
"Clupea harengus",7.75,62.75
"Clupea harengus",8.75,62.75
"Clupea harengus",5.25,63.25
"Clupea harengus",5.75,63.25
"Clupea harengus",5.25,63.75
"Clupea harengus",5.75,63.75
"Clupea harengus",6.25,63.25
"Clupea harengus",6.75,63.25
"Clupea harengus",6.25,63.75
"Clupea harengus",6.75,63.75
"Clupea harengus",7.25,63.25
"Clupea harengus",7.75,63.25
"Clupea harengus",7.25,63.75
"Clupea harengus",7.75,63.75
"Clupea harengus",8.25,63.25
"Clupea harengus",8.75,63.25
"Clupea harengus",8.25,63.75
"Clupea harengus",8.75,63.75
"Clupea harengus",9.25,63.75
"Clupea harengus",9.75,63.75
"Clupea harengus",5.75,64.25
"Clupea harengus",5.25,64.75
"Clupea harengus",6.25,64.25
"Clupea harengus",6.75,64.25
"Clupea harengus",6.25,64.75
"Clupea harengus",6.75,64.75
"Clupea harengus",7.25,64.25
"Clupea harengus",7.75,64.25
"Clupea harengus",7.25,64.75
"Clupea harengus",7.75,64.75
"Clupea harengus",8.25,64.25
"Clupea harengus",8.75,64.25
"Clupea harengus",8.25,64.75
"Clupea harengus",8.75,64.75
"Clupea harengus",9.25,64.25
"Clupea harengus",9.75,64.25
"Clupea harengus",9.25,64.75
"Clupea harengus",9.75,64.75
"Clupea harengus",1.25,65.25
"Clupea harengus",4.75,65.25
"Clupea harengus",4.75,65.75
"Clupea harengus",2.25,66.25
"Clupea harengus",4.25,66.75
"Clupea harengus",3.25,67.25
"Clupea harengus",4.25,67.75
"Clupea harengus",4.75,68.75
"Clupea harengus",4.25,69.75
"Clupea harengus",5.75,65.75
"Clupea harengus",7.25,65.25
"Clupea harengus",7.75,65.25
"Clupea harengus",7.75,65.75
"Clupea harengus",8.25,65.25
"Clupea harengus",8.75,65.25
"Clupea harengus",8.25,65.75
"Clupea harengus",8.75,65.75
"Clupea harengus",9.25,65.25
"Clupea harengus",9.75,65.25
"Clupea harengus",9.25,65.75
"Clupea harengus",9.75,65.75
"Clupea harengus",6.25,66.25
"Clupea harengus",7.25,66.25
"Clupea harengus",7.75,66.25
"Clupea harengus",7.25,66.75
"Clupea harengus",8.75,66.25
"Clupea harengus",8.25,66.75
"Clupea harengus",8.75,66.75
"Clupea harengus",9.75,66.25
"Clupea harengus",9.25,66.75
"Clupea harengus",9.75,66.75
"Clupea harengus",5.25,67.75
"Clupea harengus",6.25,67.25
"Clupea harengus",6.25,67.75
"Clupea harengus",6.75,67.75
"Clupea harengus",7.25,67.75
"Clupea harengus",7.75,67.75
"Clupea harengus",9.25,67.25
"Clupea harengus",9.75,67.25
"Clupea harengus",9.25,67.75
"Clupea harengus",6.25,68.75
"Clupea harengus",7.25,68.75
"Clupea harengus",7.75,68.75
"Clupea harengus",8.25,68.25
"Clupea harengus",8.75,68.25
"Clupea harengus",9.75,68.25
"Clupea harengus",9.25,68.75
"Clupea harengus",9.75,68.75
"Clupea harengus",5.25,69.25
"Clupea harengus",6.25,69.25
"Clupea harengus",7.75,69.75
"Clupea harengus",8.25,69.25
"Clupea harengus",8.75,69.25
"Clupea harengus",9.75,69.25
"Clupea harengus",9.75,69.75
"Clupea harengus",10.25,63.25
"Clupea harengus",10.75,63.75
"Clupea harengus",11.25,63.75
"Clupea harengus",10.25,64.25
"Clupea harengus",10.25,64.75
"Clupea harengus",10.75,64.75
"Clupea harengus",11.25,64.75
"Clupea harengus",17.25,60.75
"Clupea harengus",17.75,60.75
"Clupea harengus",18.25,60.25
"Clupea harengus",18.75,60.25
"Clupea harengus",18.25,60.75
"Clupea harengus",18.75,60.75
"Clupea harengus",19.25,60.25
"Clupea harengus",19.75,60.25
"Clupea harengus",17.25,61.25
"Clupea harengus",17.75,61.25
"Clupea harengus",17.25,61.75
"Clupea harengus",18.25,61.25
"Clupea harengus",18.75,61.25
"Clupea harengus",17.75,62.25
"Clupea harengus",17.75,62.75
"Clupea harengus",18.25,62.25
"Clupea harengus",18.75,62.25
"Clupea harengus",18.25,62.75
"Clupea harengus",18.75,62.75
"Clupea harengus",18.75,63.25
"Clupea harengus",19.75,63.75
"Clupea harengus",10.25,65.25
"Clupea harengus",10.75,65.25
"Clupea harengus",10.25,65.75
"Clupea harengus",10.75,65.75
"Clupea harengus",11.75,65.25
"Clupea harengus",11.25,65.75
"Clupea harengus",11.75,65.75
"Clupea harengus",12.25,65.75
"Clupea harengus",10.25,66.25
"Clupea harengus",10.75,66.25
"Clupea harengus",10.25,66.75
"Clupea harengus",10.75,66.75
"Clupea harengus",11.25,66.25
"Clupea harengus",11.75,66.25
"Clupea harengus",11.25,66.75
"Clupea harengus",11.75,66.75
"Clupea harengus",12.25,66.25
"Clupea harengus",12.75,66.25
"Clupea harengus",12.25,66.75
"Clupea harengus",12.75,66.75
"Clupea harengus",13.25,66.25
"Clupea harengus",13.25,66.75
"Clupea harengus",10.25,67.25
"Clupea harengus",10.75,67.25
"Clupea harengus",10.25,67.75
"Clupea harengus",10.75,67.75
"Clupea harengus",11.25,67.25
"Clupea harengus",11.75,67.25
"Clupea harengus",11.25,67.75
"Clupea harengus",11.75,67.75
"Clupea harengus",12.25,67.25
"Clupea harengus",12.75,67.25
"Clupea harengus",12.25,67.75
"Clupea harengus",13.25,67.25
"Clupea harengus",13.75,67.25
"Clupea harengus",13.25,67.75
"Clupea harengus",13.75,67.75
"Clupea harengus",14.25,67.25
"Clupea harengus",14.25,67.75
"Clupea harengus",14.75,67.75
"Clupea harengus",10.25,68.25
"Clupea harengus",10.75,68.25
"Clupea harengus",10.25,68.75
"Clupea harengus",10.75,68.75
"Clupea harengus",11.25,68.25
"Clupea harengus",11.75,68.25
"Clupea harengus",11.25,68.75
"Clupea harengus",11.75,68.75
"Clupea harengus",12.25,68.25
"Clupea harengus",12.75,68.25
"Clupea harengus",12.25,68.75
"Clupea harengus",12.75,68.75
"Clupea harengus",13.25,68.25
"Clupea harengus",13.75,68.25
"Clupea harengus",13.25,68.75
"Clupea harengus",13.75,68.75
"Clupea harengus",14.25,68.25
"Clupea harengus",14.75,68.25
"Clupea harengus",14.25,68.75
"Clupea harengus",14.75,68.75
"Clupea harengus",10.75,69.25
"Clupea harengus",11.75,69.25
"Clupea harengus",11.25,69.75
"Clupea harengus",12.25,69.25
"Clupea harengus",12.75,69.25
"Clupea harengus",12.75,69.75
"Clupea harengus",13.25,69.25
"Clupea harengus",13.75,69.25
"Clupea harengus",13.25,69.75
"Clupea harengus",14.25,69.25
"Clupea harengus",14.75,69.25
"Clupea harengus",14.25,69.75
"Clupea harengus",14.75,69.75
"Clupea harengus",15.25,67.25
"Clupea harengus",15.25,67.75
"Clupea harengus",15.25,68.75
"Clupea harengus",16.25,68.25
"Clupea harengus",16.25,68.75
"Clupea harengus",16.75,68.75
"Clupea harengus",17.25,68.75
"Clupea harengus",15.25,69.25
"Clupea harengus",15.75,69.25
"Clupea harengus",15.25,69.75
"Clupea harengus",15.75,69.75
"Clupea harengus",16.25,69.25
"Clupea harengus",16.75,69.25
"Clupea harengus",16.25,69.75
"Clupea harengus",16.75,69.75
"Clupea harengus",17.25,69.25
"Clupea harengus",17.25,69.75
"Clupea harengus",17.75,69.75
"Clupea harengus",18.75,69.25
"Clupea harengus",18.25,69.75
"Clupea harengus",18.75,69.75
"Clupea harengus",19.25,69.25
"Clupea harengus",19.75,69.75
"Clupea harengus",21.25,60.25
"Clupea harengus",21.75,60.75
"Clupea harengus",22.25,60.25
"Clupea harengus",20.75,61.25
"Clupea harengus",20.75,61.75
"Clupea harengus",21.75,61.25
"Clupea harengus",21.75,61.75
"Clupea harengus",20.25,63.75
"Clupea harengus",20.75,63.75
"Clupea harengus",21.25,63.75
"Clupea harengus",21.25,64.25
"Clupea harengus",21.25,64.75
"Clupea harengus",23.25,64.25
"Clupea harengus",23.75,64.25
"Clupea harengus",25.75,60.25
"Clupea harengus",26.25,60.25
"Clupea harengus",26.75,60.25
"Clupea harengus",27.25,60.25
"Clupea harengus",27.75,60.25
"Clupea harengus",27.25,60.75
"Clupea harengus",21.25,65.25
"Clupea harengus",21.75,65.25
"Clupea harengus",22.75,65.25
"Clupea harengus",22.25,65.75
"Clupea harengus",22.75,65.75
"Clupea harengus",24.25,65.75
"Clupea harengus",20.25,69.75
"Clupea harengus",25.25,65.25
"Clupea harengus",48.25,67.75
"Clupea harengus",4.25,70.75
"Clupea harengus",5.75,70.25
"Clupea harengus",5.75,70.75
"Clupea harengus",6.25,70.25
"Clupea harengus",6.75,70.25
"Clupea harengus",6.75,70.75
"Clupea harengus",7.75,70.25
"Clupea harengus",7.25,70.75
"Clupea harengus",8.25,70.25
"Clupea harengus",8.75,70.25
"Clupea harengus",9.25,70.25
"Clupea harengus",9.75,70.75
"Clupea harengus",6.75,71.25
"Clupea harengus",9.25,71.25
