"species","longitude","latitude"
"Merluccius merluccius",18.75,41.25
"Merluccius merluccius",18.75,41.75
"Merluccius merluccius",19.25,41.25
"Merluccius merluccius",19.25,41.75
"Merluccius merluccius",19.75,41.75
"Merluccius merluccius",15.25,42.25
"Merluccius merluccius",15.75,42.25
"Merluccius merluccius",15.25,42.75
"Merluccius merluccius",15.75,42.75
"Merluccius merluccius",16.25,42.25
"Merluccius merluccius",16.75,42.25
"Merluccius merluccius",16.25,42.75
"Merluccius merluccius",16.75,42.75
"Merluccius merluccius",17.75,42.25
"Merluccius merluccius",17.25,42.75
"Merluccius merluccius",17.75,42.75
"Merluccius merluccius",18.25,42.25
"Merluccius merluccius",18.75,42.25
"Merluccius merluccius",18.25,42.75
"Merluccius merluccius",19.25,42.25
"Merluccius merluccius",15.25,43.25
"Merluccius merluccius",15.75,43.25
"Merluccius merluccius",15.25,43.75
"Merluccius merluccius",15.75,43.75
"Merluccius merluccius",16.25,43.25
"Merluccius merluccius",16.75,43.25
"Merluccius merluccius",16.25,43.75
"Merluccius merluccius",17.25,43.25
"Merluccius merluccius",15.25,44.25
"Merluccius merluccius",12.75,45.25
"Merluccius merluccius",13.25,45.25
"Merluccius merluccius",13.75,45.25
"Merluccius merluccius",13.75,45.75
"Merluccius merluccius",14.25,45.25
"Merluccius merluccius",23.75,40.25
"Merluccius merluccius",24.75,40.25
"Merluccius merluccius",29.25,42.75
"Merluccius merluccius",28.25,43.25
"Merluccius merluccius",40.75,42.25
"Merluccius merluccius",41.25,42.75
"Merluccius merluccius",1.75,50.75
"Merluccius merluccius",1.25,51.75
"Merluccius merluccius",2.75,51.25
"Merluccius merluccius",2.75,52.75
"Merluccius merluccius",4.75,52.75
"Merluccius merluccius",0.25,53.75
"Merluccius merluccius",0.75,53.75
"Merluccius merluccius",2.75,53.75
"Merluccius merluccius",3.75,53.25
"Merluccius merluccius",4.75,53.25
"Merluccius merluccius",4.75,53.75
"Merluccius merluccius",0.25,54.25
"Merluccius merluccius",0.75,54.25
"Merluccius merluccius",0.25,54.75
"Merluccius merluccius",1.75,54.25
"Merluccius merluccius",1.25,54.75
"Merluccius merluccius",2.25,54.25
"Merluccius merluccius",2.75,54.25
"Merluccius merluccius",2.25,54.75
"Merluccius merluccius",3.25,54.25
"Merluccius merluccius",3.75,54.25
"Merluccius merluccius",3.25,54.75
"Merluccius merluccius",3.75,54.75
"Merluccius merluccius",4.25,54.25
"Merluccius merluccius",4.75,54.25
"Merluccius merluccius",4.25,54.75
"Merluccius merluccius",4.75,54.75
"Merluccius merluccius",8.25,53.75
"Merluccius merluccius",8.75,53.75
"Merluccius merluccius",5.25,54.25
"Merluccius merluccius",5.25,54.75
"Merluccius merluccius",5.75,54.75
"Merluccius merluccius",6.25,54.25
"Merluccius merluccius",6.75,54.25
"Merluccius merluccius",6.25,54.75
"Merluccius merluccius",6.75,54.75
"Merluccius merluccius",7.25,54.25
"Merluccius merluccius",7.75,54.25
"Merluccius merluccius",7.25,54.75
"Merluccius merluccius",7.75,54.75
"Merluccius merluccius",8.25,54.75
"Merluccius merluccius",0.25,55.25
"Merluccius merluccius",0.75,55.25
"Merluccius merluccius",0.25,55.75
"Merluccius merluccius",0.75,55.75
"Merluccius merluccius",1.25,55.25
"Merluccius merluccius",1.75,55.25
"Merluccius merluccius",1.25,55.75
"Merluccius merluccius",1.75,55.75
"Merluccius merluccius",2.75,55.25
"Merluccius merluccius",2.25,55.75
"Merluccius merluccius",2.75,55.75
"Merluccius merluccius",3.25,55.25
"Merluccius merluccius",3.75,55.25
"Merluccius merluccius",3.25,55.75
"Merluccius merluccius",3.75,55.75
"Merluccius merluccius",4.25,55.25
"Merluccius merluccius",4.75,55.25
"Merluccius merluccius",4.25,55.75
"Merluccius merluccius",4.75,55.75
"Merluccius merluccius",0.25,56.25
"Merluccius merluccius",0.75,56.25
"Merluccius merluccius",0.25,56.75
"Merluccius merluccius",0.75,56.75
"Merluccius merluccius",1.25,56.25
"Merluccius merluccius",1.75,56.25
"Merluccius merluccius",1.25,56.75
"Merluccius merluccius",1.75,56.75
"Merluccius merluccius",2.25,56.25
"Merluccius merluccius",2.75,56.25
"Merluccius merluccius",2.25,56.75
"Merluccius merluccius",3.75,56.25
"Merluccius merluccius",3.75,56.75
"Merluccius merluccius",4.25,56.25
"Merluccius merluccius",4.75,56.25
"Merluccius merluccius",4.25,56.75
"Merluccius merluccius",4.75,56.75
"Merluccius merluccius",0.25,57.25
"Merluccius merluccius",0.75,57.25
"Merluccius merluccius",0.25,57.75
"Merluccius merluccius",0.75,57.75
"Merluccius merluccius",1.25,57.25
"Merluccius merluccius",1.75,57.25
"Merluccius merluccius",1.25,57.75
"Merluccius merluccius",1.75,57.75
"Merluccius merluccius",2.75,57.25
"Merluccius merluccius",2.25,57.75
"Merluccius merluccius",2.75,57.75
"Merluccius merluccius",3.75,57.25
"Merluccius merluccius",3.25,57.75
"Merluccius merluccius",3.75,57.75
"Merluccius merluccius",4.25,57.25
"Merluccius merluccius",4.75,57.25
"Merluccius merluccius",4.25,57.75
"Merluccius merluccius",4.75,57.75
"Merluccius merluccius",0.25,58.25
"Merluccius merluccius",0.75,58.25
"Merluccius merluccius",0.25,58.75
"Merluccius merluccius",0.75,58.75
"Merluccius merluccius",1.25,58.25
"Merluccius merluccius",1.75,58.25
"Merluccius merluccius",1.25,58.75
"Merluccius merluccius",1.75,58.75
"Merluccius merluccius",2.25,58.25
"Merluccius merluccius",2.75,58.25
"Merluccius merluccius",2.25,58.75
"Merluccius merluccius",2.75,58.75
"Merluccius merluccius",3.25,58.25
"Merluccius merluccius",3.75,58.25
"Merluccius merluccius",3.25,58.75
"Merluccius merluccius",3.75,58.75
"Merluccius merluccius",4.25,58.25
"Merluccius merluccius",4.75,58.25
"Merluccius merluccius",0.25,59.25
"Merluccius merluccius",0.75,59.25
"Merluccius merluccius",0.25,59.75
"Merluccius merluccius",0.75,59.75
"Merluccius merluccius",1.25,59.25
"Merluccius merluccius",1.75,59.25
"Merluccius merluccius",1.25,59.75
"Merluccius merluccius",1.75,59.75
"Merluccius merluccius",2.25,59.25
"Merluccius merluccius",2.75,59.25
"Merluccius merluccius",2.25,59.75
"Merluccius merluccius",2.75,59.75
"Merluccius merluccius",3.25,59.25
"Merluccius merluccius",3.75,59.25
"Merluccius merluccius",3.25,59.75
"Merluccius merluccius",3.75,59.75
"Merluccius merluccius",5.25,55.25
"Merluccius merluccius",5.75,55.25
"Merluccius merluccius",5.25,55.75
"Merluccius merluccius",5.75,55.75
"Merluccius merluccius",6.25,55.25
"Merluccius merluccius",6.75,55.25
"Merluccius merluccius",6.25,55.75
"Merluccius merluccius",6.75,55.75
"Merluccius merluccius",7.25,55.25
"Merluccius merluccius",7.75,55.25
"Merluccius merluccius",7.25,55.75
"Merluccius merluccius",7.75,55.75
"Merluccius merluccius",8.25,55.25
"Merluccius merluccius",8.75,55.25
"Merluccius merluccius",5.25,56.25
"Merluccius merluccius",5.75,56.25
"Merluccius merluccius",5.25,56.75
"Merluccius merluccius",5.75,56.75
"Merluccius merluccius",6.25,56.25
"Merluccius merluccius",6.75,56.25
"Merluccius merluccius",6.25,56.75
"Merluccius merluccius",6.75,56.75
"Merluccius merluccius",7.25,56.25
"Merluccius merluccius",7.75,56.25
"Merluccius merluccius",7.25,56.75
"Merluccius merluccius",7.75,56.75
"Merluccius merluccius",5.25,57.25
"Merluccius merluccius",5.75,57.25
"Merluccius merluccius",5.25,57.75
"Merluccius merluccius",5.75,57.75
"Merluccius merluccius",6.25,57.25
"Merluccius merluccius",6.75,57.25
"Merluccius merluccius",6.25,57.75
"Merluccius merluccius",7.25,57.25
"Merluccius merluccius",7.75,57.25
"Merluccius merluccius",7.25,57.75
"Merluccius merluccius",8.25,57.25
"Merluccius merluccius",8.75,57.25
"Merluccius merluccius",8.25,57.75
"Merluccius merluccius",8.75,57.75
"Merluccius merluccius",9.25,57.25
"Merluccius merluccius",9.25,57.75
"Merluccius merluccius",9.75,57.75
"Merluccius merluccius",5.75,58.75
"Merluccius merluccius",7.25,58.25
"Merluccius merluccius",8.25,58.25
"Merluccius merluccius",8.75,58.25
"Merluccius merluccius",9.75,58.25
"Merluccius merluccius",9.25,58.75
"Merluccius merluccius",9.75,58.75
"Merluccius merluccius",5.25,59.25
"Merluccius merluccius",5.75,59.25
"Merluccius merluccius",5.25,59.75
"Merluccius merluccius",5.75,59.75
"Merluccius merluccius",6.25,59.25
"Merluccius merluccius",9.75,59.25
"Merluccius merluccius",10.25,54.25
"Merluccius merluccius",11.25,54.25
"Merluccius merluccius",13.25,54.75
"Merluccius merluccius",13.75,54.75
"Merluccius merluccius",15.25,54.75
"Merluccius merluccius",10.75,55.25
"Merluccius merluccius",10.25,55.75
"Merluccius merluccius",10.75,55.75
"Merluccius merluccius",11.25,55.25
"Merluccius merluccius",11.25,55.75
"Merluccius merluccius",12.75,55.25
"Merluccius merluccius",12.75,55.75
"Merluccius merluccius",13.25,55.25
"Merluccius merluccius",13.75,55.25
"Merluccius merluccius",13.25,55.75
"Merluccius merluccius",14.75,55.25
"Merluccius merluccius",14.75,55.75
"Merluccius merluccius",10.25,56.25
"Merluccius merluccius",10.75,56.25
"Merluccius merluccius",11.25,56.25
"Merluccius merluccius",11.75,56.25
"Merluccius merluccius",11.25,56.75
"Merluccius merluccius",11.75,56.75
"Merluccius merluccius",12.25,56.25
"Merluccius merluccius",12.75,56.25
"Merluccius merluccius",12.25,56.75
"Merluccius merluccius",12.75,56.75
"Merluccius merluccius",10.75,57.25
"Merluccius merluccius",10.25,57.75
"Merluccius merluccius",10.75,57.75
"Merluccius merluccius",11.25,57.25
"Merluccius merluccius",11.75,57.25
"Merluccius merluccius",11.25,57.75
"Merluccius merluccius",11.75,57.75
"Merluccius merluccius",12.25,57.25
"Merluccius merluccius",10.25,58.25
"Merluccius merluccius",10.75,58.25
"Merluccius merluccius",10.25,58.75
"Merluccius merluccius",10.75,58.75
"Merluccius merluccius",11.25,58.25
"Merluccius merluccius",11.25,58.75
"Merluccius merluccius",10.25,59.25
"Merluccius merluccius",10.75,59.25
"Merluccius merluccius",10.25,59.75
"Merluccius merluccius",10.75,59.75
"Merluccius merluccius",11.25,59.25
"Merluccius merluccius",16.25,55.25
"Merluccius merluccius",0.25,60.25
"Merluccius merluccius",0.75,60.25
"Merluccius merluccius",0.25,60.75
"Merluccius merluccius",0.75,60.75
"Merluccius merluccius",1.25,60.25
"Merluccius merluccius",1.75,60.25
"Merluccius merluccius",1.25,60.75
"Merluccius merluccius",1.75,60.75
"Merluccius merluccius",2.25,60.25
"Merluccius merluccius",2.75,60.25
"Merluccius merluccius",2.25,60.75
"Merluccius merluccius",2.75,60.75
"Merluccius merluccius",3.25,60.25
"Merluccius merluccius",3.75,60.25
"Merluccius merluccius",3.25,60.75
"Merluccius merluccius",4.75,60.75
"Merluccius merluccius",0.25,61.25
"Merluccius merluccius",0.75,61.25
"Merluccius merluccius",0.25,61.75
"Merluccius merluccius",0.75,61.75
"Merluccius merluccius",1.25,61.25
"Merluccius merluccius",1.75,61.25
"Merluccius merluccius",1.25,61.75
"Merluccius merluccius",1.75,61.75
"Merluccius merluccius",2.25,61.25
"Merluccius merluccius",2.75,61.25
"Merluccius merluccius",5.25,60.25
"Merluccius merluccius",5.75,60.25
"Merluccius merluccius",5.25,60.75
"Merluccius merluccius",6.75,61.75
"Merluccius merluccius",5.25,62.25
"Merluccius merluccius",5.75,62.25
"Merluccius merluccius",6.25,62.25
"Merluccius merluccius",6.75,62.25
"Merluccius merluccius",6.25,62.75
"Merluccius merluccius",7.25,62.25
"Merluccius merluccius",7.25,62.75
"Merluccius merluccius",7.25,63.25
"Merluccius merluccius",8.25,63.25
"Merluccius merluccius",8.25,63.75
"Merluccius merluccius",9.25,63.75
"Merluccius merluccius",9.75,63.75
"Merluccius merluccius",8.25,64.75
"Merluccius merluccius",10.75,63.75
"Merluccius merluccius",17.75,60.75
"Merluccius merluccius",18.75,62.25
"Merluccius merluccius",13.75,66.75
"Merluccius merluccius",13.75,67.25
"Merluccius merluccius",12.25,69.25
"Merluccius merluccius",15.75,68.25
"Merluccius merluccius",18.25,69.75
"Merluccius merluccius",-16.25,18.75
"Merluccius merluccius",-18.75,18.75
"Merluccius merluccius",-17.25,19.75
"Merluccius merluccius",-17.75,21.25
"Merluccius merluccius",-14.75,26.25
"Merluccius merluccius",-11.25,29.25
"Merluccius merluccius",-16.25,25.25
"Merluccius merluccius",-15.25,27.75
"Merluccius merluccius",-15.75,27.75
"Merluccius merluccius",-9.75,30.25
"Merluccius merluccius",-9.25,32.75
"Merluccius merluccius",-6.75,34.25
"Merluccius merluccius",-0.75,35.75
"Merluccius merluccius",-2.75,35.25
"Merluccius merluccius",-3.75,35.75
"Merluccius merluccius",-1.25,36.75
"Merluccius merluccius",-1.75,36.75
"Merluccius merluccius",-2.25,36.25
"Merluccius merluccius",-2.75,36.25
"Merluccius merluccius",-3.25,36.25
"Merluccius merluccius",-3.75,36.25
"Merluccius merluccius",-4.25,36.25
"Merluccius merluccius",-4.75,36.25
"Merluccius merluccius",-0.25,37.25
"Merluccius merluccius",-0.75,37.25
"Merluccius merluccius",-0.25,37.75
"Merluccius merluccius",-0.75,37.75
"Merluccius merluccius",-1.25,37.25
"Merluccius merluccius",-0.25,38.25
"Merluccius merluccius",-0.25,38.75
"Merluccius merluccius",-0.25,39.25
"Merluccius merluccius",-0.25,39.75
"Merluccius merluccius",-5.25,35.25
"Merluccius merluccius",-6.25,35.25
"Merluccius merluccius",-6.75,35.25
"Merluccius merluccius",-6.25,35.75
"Merluccius merluccius",-5.25,36.25
"Merluccius merluccius",-8.75,36.75
"Merluccius merluccius",-6.75,37.25
"Merluccius merluccius",-7.75,37.25
"Merluccius merluccius",-9.25,38.25
"Merluccius merluccius",-9.75,38.75
"Merluccius merluccius",-10.25,33.25
"Merluccius merluccius",-25.25,37.75
"Merluccius merluccius",-28.75,38.25
"Merluccius merluccius",-28.25,38.75
"Merluccius merluccius",-1.25,43.75
"Merluccius merluccius",-1.75,43.75
"Merluccius merluccius",-2.25,43.75
"Merluccius merluccius",-1.25,44.25
"Merluccius merluccius",-1.75,44.25
"Merluccius merluccius",-1.25,44.75
"Merluccius merluccius",-1.75,44.75
"Merluccius merluccius",-2.25,44.25
"Merluccius merluccius",-2.25,44.75
"Merluccius merluccius",-8.75,40.75
"Merluccius merluccius",-9.25,40.25
"Merluccius merluccius",-8.75,41.25
"Merluccius merluccius",-8.75,42.25
"Merluccius merluccius",-6.25,43.75
"Merluccius merluccius",-6.75,43.75
"Merluccius merluccius",-8.25,43.75
"Merluccius merluccius",-1.25,45.25
"Merluccius merluccius",-1.75,45.25
"Merluccius merluccius",-1.25,45.75
"Merluccius merluccius",-1.75,45.75
"Merluccius merluccius",-2.25,45.25
"Merluccius merluccius",-2.75,45.25
"Merluccius merluccius",-2.25,45.75
"Merluccius merluccius",-2.75,45.75
"Merluccius merluccius",-3.25,45.25
"Merluccius merluccius",-3.25,45.75
"Merluccius merluccius",-3.75,45.75
"Merluccius merluccius",-1.75,46.25
"Merluccius merluccius",-2.25,46.25
"Merluccius merluccius",-2.75,46.25
"Merluccius merluccius",-2.25,46.75
"Merluccius merluccius",-2.75,46.75
"Merluccius merluccius",-3.25,46.25
"Merluccius merluccius",-3.75,46.25
"Merluccius merluccius",-3.25,46.75
"Merluccius merluccius",-3.75,46.75
"Merluccius merluccius",-4.25,46.25
"Merluccius merluccius",-4.25,46.75
"Merluccius merluccius",-4.75,46.75
"Merluccius merluccius",-2.25,47.25
"Merluccius merluccius",-2.75,47.25
"Merluccius merluccius",-3.25,47.25
"Merluccius merluccius",-3.75,47.25
"Merluccius merluccius",-3.25,47.75
"Merluccius merluccius",-3.75,47.75
"Merluccius merluccius",-4.25,47.25
"Merluccius merluccius",-4.75,47.25
"Merluccius merluccius",-4.25,47.75
"Merluccius merluccius",-4.75,47.75
"Merluccius merluccius",-1.75,48.75
"Merluccius merluccius",-3.75,48.75
"Merluccius merluccius",-4.25,48.75
"Merluccius merluccius",-1.75,49.25
"Merluccius merluccius",-4.25,49.75
"Merluccius merluccius",-4.75,49.75
"Merluccius merluccius",-5.75,45.25
"Merluccius merluccius",-5.25,46.75
"Merluccius merluccius",-5.75,46.75
"Merluccius merluccius",-5.25,47.25
"Merluccius merluccius",-5.75,47.25
"Merluccius merluccius",-5.25,47.75
"Merluccius merluccius",-5.75,47.75
"Merluccius merluccius",-6.25,47.25
"Merluccius merluccius",-6.25,47.75
"Merluccius merluccius",-6.75,47.75
"Merluccius merluccius",-7.25,47.75
"Merluccius merluccius",-7.75,47.75
"Merluccius merluccius",-6.25,48.25
"Merluccius merluccius",-6.75,48.25
"Merluccius merluccius",-6.25,48.75
"Merluccius merluccius",-6.75,48.75
"Merluccius merluccius",-7.25,48.25
"Merluccius merluccius",-7.75,48.25
"Merluccius merluccius",-7.25,48.75
"Merluccius merluccius",-7.75,48.75
"Merluccius merluccius",-8.25,48.25
"Merluccius merluccius",-8.75,48.25
"Merluccius merluccius",-8.25,48.75
"Merluccius merluccius",-8.75,48.75
"Merluccius merluccius",-9.25,48.25
"Merluccius merluccius",-9.75,48.25
"Merluccius merluccius",-9.25,48.75
"Merluccius merluccius",-9.75,48.75
"Merluccius merluccius",-6.25,49.25
"Merluccius merluccius",-6.75,49.25
"Merluccius merluccius",-7.25,49.25
"Merluccius merluccius",-7.75,49.25
"Merluccius merluccius",-7.25,49.75
"Merluccius merluccius",-7.75,49.75
"Merluccius merluccius",-8.25,49.25
"Merluccius merluccius",-8.75,49.25
"Merluccius merluccius",-8.25,49.75
"Merluccius merluccius",-8.75,49.75
"Merluccius merluccius",-9.25,49.25
"Merluccius merluccius",-9.75,49.25
"Merluccius merluccius",-9.25,49.75
"Merluccius merluccius",-9.75,49.75
"Merluccius merluccius",-10.75,40.25
"Merluccius merluccius",-10.75,48.75
"Merluccius merluccius",-10.25,49.25
"Merluccius merluccius",-10.75,49.25
"Merluccius merluccius",-10.25,49.75
"Merluccius merluccius",-10.75,49.75
"Merluccius merluccius",-11.25,49.25
"Merluccius merluccius",-11.25,49.75
"Merluccius merluccius",-1.75,50.75
"Merluccius merluccius",-3.25,50.25
"Merluccius merluccius",-4.75,50.75
"Merluccius merluccius",-2.75,51.75
"Merluccius merluccius",-4.25,51.25
"Merluccius merluccius",-4.75,51.25
"Merluccius merluccius",-4.25,51.75
"Merluccius merluccius",-4.75,51.75
"Merluccius merluccius",-4.75,52.25
"Merluccius merluccius",-4.75,52.75
"Merluccius merluccius",-3.25,53.75
"Merluccius merluccius",-3.75,53.75
"Merluccius merluccius",-4.25,53.25
"Merluccius merluccius",-4.25,53.75
"Merluccius merluccius",-4.75,53.75
"Merluccius merluccius",-0.25,54.75
"Merluccius merluccius",-3.75,54.25
"Merluccius merluccius",-3.75,54.75
"Merluccius merluccius",-4.25,54.25
"Merluccius merluccius",-4.75,54.25
"Merluccius merluccius",-4.25,54.75
"Merluccius merluccius",-4.75,54.75
"Merluccius merluccius",-5.25,50.75
"Merluccius merluccius",-5.75,50.75
"Merluccius merluccius",-6.25,50.25
"Merluccius merluccius",-6.75,50.25
"Merluccius merluccius",-6.25,50.75
"Merluccius merluccius",-7.25,50.25
"Merluccius merluccius",-7.75,50.25
"Merluccius merluccius",-7.25,50.75
"Merluccius merluccius",-7.75,50.75
"Merluccius merluccius",-8.25,50.25
"Merluccius merluccius",-8.75,50.25
"Merluccius merluccius",-8.25,50.75
"Merluccius merluccius",-8.75,50.75
"Merluccius merluccius",-9.25,50.25
"Merluccius merluccius",-9.75,50.25
"Merluccius merluccius",-9.25,50.75
"Merluccius merluccius",-9.75,50.75
"Merluccius merluccius",-5.25,51.25
"Merluccius merluccius",-5.75,51.25
"Merluccius merluccius",-5.25,51.75
"Merluccius merluccius",-5.75,51.75
"Merluccius merluccius",-6.25,51.25
"Merluccius merluccius",-6.75,51.25
"Merluccius merluccius",-6.25,51.75
"Merluccius merluccius",-6.75,51.75
"Merluccius merluccius",-7.25,51.25
"Merluccius merluccius",-7.75,51.25
"Merluccius merluccius",-7.25,51.75
"Merluccius merluccius",-7.75,51.75
"Merluccius merluccius",-8.25,51.25
"Merluccius merluccius",-8.75,51.25
"Merluccius merluccius",-8.25,51.75
"Merluccius merluccius",-9.25,51.25
"Merluccius merluccius",-9.75,51.25
"Merluccius merluccius",-5.75,52.25
"Merluccius merluccius",-5.75,52.75
"Merluccius merluccius",-6.25,52.25
"Merluccius merluccius",-6.75,52.25
"Merluccius merluccius",-6.25,52.75
"Merluccius merluccius",-7.25,52.25
"Merluccius merluccius",-9.75,52.75
"Merluccius merluccius",-5.25,53.25
"Merluccius merluccius",-5.75,53.25
"Merluccius merluccius",-5.25,53.75
"Merluccius merluccius",-5.75,53.75
"Merluccius merluccius",-6.25,53.75
"Merluccius merluccius",-9.25,53.25
"Merluccius merluccius",-9.75,53.25
"Merluccius merluccius",-5.25,54.25
"Merluccius merluccius",-5.75,54.25
"Merluccius merluccius",-5.25,54.75
"Merluccius merluccius",-5.75,54.75
"Merluccius merluccius",-8.75,54.25
"Merluccius merluccius",-8.25,54.75
"Merluccius merluccius",-8.75,54.75
"Merluccius merluccius",-9.25,54.25
"Merluccius merluccius",-9.75,54.25
"Merluccius merluccius",-9.25,54.75
"Merluccius merluccius",-9.75,54.75
"Merluccius merluccius",-0.75,55.25
"Merluccius merluccius",-0.25,55.75
"Merluccius merluccius",-0.75,55.75
"Merluccius merluccius",-1.25,55.25
"Merluccius merluccius",-1.25,55.75
"Merluccius merluccius",-4.75,55.25
"Merluccius merluccius",-4.75,55.75
"Merluccius merluccius",-0.25,56.25
"Merluccius merluccius",-0.75,56.25
"Merluccius merluccius",-0.25,56.75
"Merluccius merluccius",-0.75,56.75
"Merluccius merluccius",-1.25,56.25
"Merluccius merluccius",-1.25,56.75
"Merluccius merluccius",-2.25,56.25
"Merluccius merluccius",-2.25,56.75
"Merluccius merluccius",-2.75,56.75
"Merluccius merluccius",-0.25,57.25
"Merluccius merluccius",-0.75,57.25
"Merluccius merluccius",-0.25,57.75
"Merluccius merluccius",-0.75,57.75
"Merluccius merluccius",-1.75,57.25
"Merluccius merluccius",-1.25,57.75
"Merluccius merluccius",-1.75,57.75
"Merluccius merluccius",-2.25,57.75
"Merluccius merluccius",-2.75,57.75
"Merluccius merluccius",-3.25,57.75
"Merluccius merluccius",-0.25,58.25
"Merluccius merluccius",-0.75,58.25
"Merluccius merluccius",-0.25,58.75
"Merluccius merluccius",-0.75,58.75
"Merluccius merluccius",-1.25,58.25
"Merluccius merluccius",-1.75,58.25
"Merluccius merluccius",-1.25,58.75
"Merluccius merluccius",-1.75,58.75
"Merluccius merluccius",-2.25,58.25
"Merluccius merluccius",-2.75,58.25
"Merluccius merluccius",-2.25,58.75
"Merluccius merluccius",-3.25,58.25
"Merluccius merluccius",-3.25,58.75
"Merluccius merluccius",-3.75,58.75
"Merluccius merluccius",-4.25,58.75
"Merluccius merluccius",-4.75,58.75
"Merluccius merluccius",-0.25,59.25
"Merluccius merluccius",-0.75,59.25
"Merluccius merluccius",-0.25,59.75
"Merluccius merluccius",-0.75,59.75
"Merluccius merluccius",-1.25,59.25
"Merluccius merluccius",-1.75,59.25
"Merluccius merluccius",-1.25,59.75
"Merluccius merluccius",-1.75,59.75
"Merluccius merluccius",-2.25,59.25
